,location,salary,sector
1154,OH,"95,000.00 - 125,000.00 $ /year",Sales/Retail/Business Development
1155,OH,"60,000.00 - 80,000.00 $ /year",Sales/Retail/Business Development
1156,OH,"50,000.00 - 70,000.00 $ /year",Engineering
1157,OH,"90,000.00 - 115,000.00 $ /year",Project/Program Management
1158,OH,"32,000.00 - 35,000.00 $ /hour",Accounting/Finance/Insurance
1159,OH,"80,000.00 - 90,000.00 $ /year",IT/Software Development
1160,OH,40.00 - 60.00 $ /hour,Database Development/Administration
1161,OH,"85,000.00 - 140,000.00 $ /year",Experienced (Non-Manager)
1162,,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
1163,OH,"65,000.00 - 90,000.00 $ /year",IT/Software Development
1164,OH,"60,000.00 - 90,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1165,OH,"50,000.00 - 65,000.00 $ /year",Engineering
1166,OH,"60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
1167,OH,25.00 - 35.00 $ /hour,IT/Software Development
1168,IN,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1169,TX,16.00 - 24.00 $ /hour,Experienced (Non-Manager)
1170,TX,"90,000.00 - 105,000.00 $ /year",Marketing/Product
1171,NC,"55,000.00 - 130,000.00 $ /year",Engineering
1172,DC,"90,800.00 - 99,285.00 $ /yearPlus COLA and Post Differential",Manager (Manager/Supervisor of Staff)
1173,IN,"28,000.00 - 28,500.00 $ /year",Manager (Manager/Supervisor of Staff)
1174,CT,$25.00+ /hourNegotiable,Experienced (Non-Manager)
1175,TX,$13.00+ /hour,Quality Assurance/Safety
1176,WI,"?100,000.00 - 130,000.00 $ /year",Quality Assurance/Safety
1177,OH,"60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1178,IA,"$75,000.00+ /year",Experienced (Non-Manager)
1179,MI,"52,000.00 - 60,000.00 $ /year",Project/Program Management
1180,TN,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1181,MI,18.00 - 25.00 $ /hour,Experienced (Non-Manager)
1182,MN,55.00 - 80.00 $ /hour,Project/Program Management
1183,GA,"40,000.00 - 60,000.00 $ /yearBonus Eligible",Entry Level
1184,ME,"65,000.00 - 75,000.00 $ /yearplus $7k bonus and relocation assistance",Entry Level
1185,PA,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1186,IA,23.50 - 23.50 $ /hour,Project/Program Management
1187,PA,"75,000.00 - 90,000.00 $ /year10% Bonus great benefits",Experienced (Non-Manager)
1188,AR,50.00 - 55.00 $ /hour,Experienced (Non-Manager)
1189,PA,$13.00+ /hourProduction Bonus,Experienced (Non-Manager)
1190,OH,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
1191,UT,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1192,LA,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1193,,20.00 - 21.00 $ /hour,Project/Program Management
1194,CA,"65,000.00 - 90,000.00 $ /year6-7% annual, year end bonus",Manager (Manager/Supervisor of Staff)
1195,TX,"100,000.00 - 120,000.00 $ /year",Project/Program Management
1196,,0.00 - 35.00 $ /hour,Project/Program Management
1197,,28.00 - 33.00 $ /hour,Project/Program Management
1198,MA,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1199,WV,"35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
1200,OH,"70,000.00 - 100,000.00 $ /yearAnnual Performance Bonus",Manager (Manager/Supervisor of Staff)
1201,,43.00 - 43.00 $ /hour,Project/Program Management
1202,WI,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1203,CA,"70,000.00 - 90,000.00 $ /year",Project/Program Management
1204,TX,"60,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1205,MI,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1206,,"75,000.00 - 100,000.00 $ /yearVariable Bonus",Experienced (Non-Manager)
1207,CO,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1208,OH,15.00 - 17.00 $ /hourCompetitive Benefits Package / Overtime/ 1st Shift,Experienced (Non-Manager)
1209,CT,"80,000.00 - 90,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1210,FL,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1211,MI,"125,000.00 - 135,000.00 $ /year",Experienced (Non-Manager)
1212,CA,"100,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1213,IA,"32,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
1214,MO,16.00 - 24.00 $ /hour,Experienced (Non-Manager)
1215,DC,25.00 - 25.00 $ /hour,Manager (Manager/Supervisor of Staff)
1216,KS,"60,000.00 - 70,000.00 $ /year",Quality Assurance/Safety
1217,NJ,"0.00 - 150,000.00 $ /yearbonuses",Manager (Manager/Supervisor of Staff)
1218,CA,"40,000.00 - 60,000.00 $ /yearPlus bonuses",Manager (Manager/Supervisor of Staff)
1219,PA,"90,000.00 - 115,000.00 $ /year20%",Manager (Manager/Supervisor of Staff)
1220,OH,65.00 - 75.00 $ /hour,Experienced (Non-Manager)
1221,NE,15.65 - 20.15 $ /hour,Quality Assurance/Safety
1222,AL,"100,000.00 - 120,000.00 $ /year",Quality Assurance/Safety
1223,MN,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
1224,RI,15.00 - 18.00 $ /hour,Experienced (Non-Manager)
1225,CA,60.00 - 75.00 $ /hour,Experienced (Non-Manager)
1226,NJ,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1227,FL,"35,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1228,KY,"80,000.00 - 100,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
1229,NC,"60,000.00 - 65,000.00 $ /year",Project/Program Management
1230,AZ,"$75,000.00+ /yearDOE",Experienced (Non-Manager)
1231,FL,"71,079.00 - 109,839.00 $ /year",Manager (Manager/Supervisor of Staff)
1232,MT,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1233,PA,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1234,LA,"80,000.00 - 110,000.00 $ /yearSome bonus",Experienced (Non-Manager)
1235,MT,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1236,IA,"60,000.00 - 90,000.00 $ /year10 % Bonus",Manager (Manager/Supervisor of Staff)
1237,IN,12.00 - 12.00 $ /week,Entry Level
1238,SC,"60,000.00 - 80,000.00 $ /year",IT Project ManagementGeneral/Other: Project/Program ManagementProject Management
1239,OR,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1240,MN,"40,000.00 - 65,000.00 $ /yearRetirement, Health Care, Company Car, etc.",Entry Level
1241,NJ,"30,000.00 - 35,000.00 $ /year",Entry Level
1242,MS,"75,000.00 - 87,000.00 $ /year",Experienced (Non-Manager)
1243,MA,45.00 - 60.00 $ /hour,Experienced (Non-Manager)
1244,CA,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1245,CT,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1246,NJ,"90,000.00 - 110,000.00 $ /year10000",Manager (Manager/Supervisor of Staff)
1247,CA,12.00 - 14.00 $ /hour,Experienced (Non-Manager)
1248,OH,"55,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1249,IL,0.00 - 30.00 $ /hour,Project/Program Management
1250,MA,"0.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1251,IL,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1252,TX,35.00 - 45.00 $ /hour,Experienced (Non-Manager)
1253,MA,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
1254,KY,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1255,CA,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1256,WA,"0.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1257,AZ,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1258,AL,"90,000.00 - 115,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1259,FL,"40,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1260,KS,$12.00+ /hour,Entry Level
1261,CA,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1262,UT,"60,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1263,FL,"40,000.00 - 65,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1264,GA,"85,000.00 - 95,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1265,KS,40.00 - 45.00 $ /hour,Experienced (Non-Manager)
1266,MA,22.00 - 25.00 $ /hour,Experienced (Non-Manager)
1267,LA,"95,000.00 - 105,000.00 $ /year",Project/Program Management
1268,MA,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1269,SC,"73,500.00 - 110,300.00 $ /yearDepending on experience",Experienced (Non-Manager)
1270,NJ,"50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1271,NJ,"45,000.00 - 50,000.00 $ /yearbonus eligible, 401K, health benefits, holidays, vacation, meals",Experienced (Non-Manager)
1272,,1.00 - 2.00 $ /year,Quality Assurance/Safety
1273,MO,"70,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1274,OR,"5,882.93 - 7,883.20 $ /month",Manager (Manager/Supervisor of Staff)
1275,CO,"35,000.00 - 40,000.00 $ /yearBonuses",Experienced (Non-Manager)
1276,IL,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1277,MO,"55,000.00 - 75,000.00 $ /year",Quality Assurance/Safety
1278,TX,"100,000.00 - 120,000.00 $ /year",Project/Program Management
1279,VA,"0.00 - 42,500.00 $ /year",Entry Level
1280,OH,14.00 - 16.00 $ /hour,Experienced (Non-Manager)
1281,MT,"50,000.00 - 60,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1282,IL,25.00 - 30.00 $ /hour,Experienced (Non-Manager)
1283,WI,"$36,790.00+ /year",General/Other: Project/Program ManagementProgram Management
1284,PA,15.00 - 17.00 $ /hour,Project/Program Management
1285,MA,"160,000.00 - 200,000.00 $ /year",Project/Program Management
1286,PA,"70,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1287,NJ,"190,000.00 - 200,000.00 $ /yearPlus bonus",Experienced (Non-Manager)
1288,CA,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1289,,45.00 - 55.00 $ /hour,Project/Program Management
1290,NC,"60,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1291,MA,25.00 - 25.00 $ /hour,Experienced (Non-Manager)
1292,CT,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1293,OH,"50,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1294,IL,"80,000.00 - 110,000.00 $ /yearPlus Bonus, Benefits and Relocation","Executive (SVP, VP, Department Head, etc)"
1295,CA,20.00 - 30.00 $ /hour,Quality Assurance/Safety
1296,MI,"75,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1297,MA,31.00 - 33.00 $ /hourDirect Hire Position,Experienced (Non-Manager)
1298,IA,"50,000.00 - 98,000.00 $ /year",Experienced (Non-Manager)
1299,,34.00 - 43.75 $ /hour,Experienced (Non-Manager)
1300,IL,"45,000.00 - 60,000.00 $ /yearProfit Sharing",Experienced (Non-Manager)
1301,CA,Up to $15.00,Experienced (Non-Manager)
1302,MI,10.00 - 18.00 $ /hour,Experienced (Non-Manager)
1303,CA,34.00 - 39.00 $ /hour,Experienced (Non-Manager)
1304,MI,"$45,611.00+ /year",Quality Assurance/Safety
1305,KY,19.00 - 20.00 $ /hourGreat Benefits,Manager (Manager/Supervisor of Staff)
1306,VA,"55,000.00 - 60,000.00 $ /year",Biotech/R&D/Science
1307,MD,"60,000.00 - 73,000.00 $ /year",Experienced (Non-Manager)
1308,IL,14.00 - 20.00 $ /hour,Student (High School)
1309,IL,"60,000.00 - 70,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
1310,UT,"60,000.00 - 75,000.00 $ /yearDOE - Negotiable","Executive (SVP, VP, Department Head, etc)"
1311,CA,11.00 - 16.00 $ /hour,Student (Undergraduate/Graduate)
1312,WI,"65,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1313,NJ,"25,000.00 - 35,000.00 $ /yearProfit Sharing",Experienced (Non-Manager)
1314,NJ,"$40,673.00+ /year",Experienced (Non-Manager)
1315,CT,"100,000.00 - 120,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1316,CA,"0.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1317,TN,"115,000.00 - 120,000.00 $ /year",Quality Assurance/Safety
1318,KS,13.00 - 17.00 $ /hour,Entry Level
1319,Oh,"55,000.00 - 70,000.00 $ /yearCompetitive Benefits Package",Experienced (Non-Manager)
1320,WA,50.00 - 75.00 $ /hour,Experienced (Non-Manager)
1321,PA,"42,000.00 - 58,000.00 $ /yearSalary commensurate with experience; share options possible for candidates with significant experience",Entry Level
1322,CT,21.00 - 25.00 $ /hour,Entry Level
1323,MA,"85,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1324,IL,"200,000.00 - 335,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1325,FL,"0.00 - 73,000.00 $ /year",Software Quality Assurance
1326,CA,Up to $15.00,Experienced (Non-Manager)
1327,CA,Up to $15.00,Experienced (Non-Manager)
1328,IL,16.00 - 16.00 $ /hour,Experienced (Non-Manager)
1329,FL,17.00 - 18.00 $ /year,Experienced (Non-Manager)
1330,PA,"41,000.00 - 41,000.00 $ /yearFull benefits package, yearly profit sharing bonus, 401k match and paid overnights",Entry Level
1331,TX,12.51 - 12.51 $ /hour,Quality Assurance/Safety
1332,CA,Up to $15.00,Experienced (Non-Manager)
1333,,"0.00 - 160,000.00 $ /yearBENNIES, ETC, PERKS,",Experienced (Non-Manager)
1334,CA,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1335,NY,"85,000.00 - 100,000.00 $ /yearBonus",Experienced (Non-Manager)
1336,WA,"38,000.00 - 45,000.00 $ /year",Entry Level
1337,MO,"?64,000.00 - 78,000.00 $ /year",Quality Assurance/Safety
1338,KY,"60,000.00 - 70,000.00 $ /yearExcellent Benefits and Opportunities",Experienced (Non-Manager)
1339,TN,15.00 - 15.00 $ /hour,Entry Level
1340,CA,Up to $15.00,Experienced (Non-Manager)
1341,MA,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1342,CA,Up to $15.00,Experienced (Non-Manager)
1343,UT,"80,000.00 - 120,000.00 $ /year",Experienced (Non-Manager)
1344,MA,17.00 - 17.00 $ /hour,Experienced (Non-Manager)
1345,OH,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1346,FL,19.13 - 24.84 $ /hourHeath and Retirement benefits,Entry Level
1347,CA,17.00 - 19.00 $ /hour,Experienced (Non-Manager)
1348,CA,Up to $15.00,Experienced (Non-Manager)
1349,CA,Up to $52000.00,Experienced (Non-Manager)
1350,CA,Up to $15.00,Experienced (Non-Manager)
1351,CA,12.00 - 15.00 $ /hour,Quality Assurance/Safety
1352,TX,48.00 - 55.00 $ /hour,Quality Assurance/Safety
1353,GA,$15.12+ /hour,Quality Assurance/Safety
1354,NJ,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
1355,OH,"60,000.00 - 90,000.00 $ /yearExcellent benefits, relocation assistance if needed",Experienced (Non-Manager)
1356,WV,"60,000.00 - 78,000.00 $ /year",Quality Assurance/Safety
1357,,"60,000.00 - 90,000.00 $ /yearbonus based on profit and performance",Manager (Manager/Supervisor of Staff)
1358,CO,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1359,CA,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1360,TN,"0.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1361,CA,15.00 - 15.00 $ /hour,Entry Level
1362,TX,"40,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1363,OH,14.00 - 15.00 $ /hourOvertime Compensation and competitive benefits,Experienced (Non-Manager)
1364,GA,"80,000.00 - 95,000.00 $ /year",Quality Assurance/Safety
1365,NY,"80,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1366,IN,"75,000.00 - 95,000.00 $ /yearTop benfits including MBA reimbursement",Experienced (Non-Manager)
1367,FL,13.50 - 16.50 $ /hour,Experienced (Non-Manager)
1368,CA,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1369,NC,12.00 - 15.00 $ /hour,Accounting/Finance/Insurance
1370,KS,"83,200.00 - 144,400.00 $ /year",Experienced (Non-Manager)
1371,NY,30.00 - 40.00 $ /hour,Experienced (Non-Manager)
1372,MA,"125,000.00 - 180,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1373,LA,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
1374,MA,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1375,VA,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1376,MN,15.60 - 15.60 $ /hour,Accounting/Finance/Insurance
1377,MA,20.00 - 30.00 $ /hour,Accounting/Finance/Insurance
1378,CA,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1379,NJ,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1380,GA,"50,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1381,NJ,"30,000.00 - 35,000.00 $ /year",Logistics/Transportation
1382,,"55,000.00 - 65,000.00 $ /year",Legal
1383,GA,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
1384,GA,25.00 - 36.00 $ /hour,Medical/Health
1385,OH,9.00 - 10.00 $ /hour,Entry Level
1386,GA,"100,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1387,GA,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1388,,"100,000.00 - 105,000.00 $ /year",Accounting/Finance/Insurance
1389,GA,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1390,,"60,000.00 - 120,000.00 $ /year",Sales/Retail/Business Development
1391,,"50,000.00 - 62,000.00 $ /year",Legal
1392,GA,"100,000.00 - 125,000.00 $ /year+ bonus + relocation",Experienced (Non-Manager)
1393,CA,11.00 - 11.00 $ /hour,Logistics/Transportation
1394,GA,?17.00 - 23.00 $ /hour,Engineering
1395,GA,9.00 - 9.00 $ /hour,Entry Level
1396,MA,"90,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1397,MA,"45,000.00 - 50,000.00 $ /year",Accounting/Finance/Insurance
1398,MA,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1399,NC,"19,000.00 - 24,000.00 $ /year",Entry Level
1400,CA,"107,000.00 - 135,000.00 $ /year",Accounting/Finance/Insurance
1401,MA,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1402,MD,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1403,MN,26.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1404,MD,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1405,TX,"90,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1406,MA,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1407,IN,"38,000.00 - 46,000.00 $ /year",Entry Level
1408,WI,20.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1409,CA,"6,401.00 - 7,935.00 $ /month",Installation/Maintenance/Repair
1410,MA,12.74 - 12.74 $ /hour,Installation/Maintenance/Repair
1411,TX,18.00 - 20.00 $ /year,Installation/Maintenance/Repair
1412,KY,13.00 - 17.00 $ /hour,Installation/Maintenance/Repair
1413,CA,28.55 - 28.55 $ /hour,Installation/Maintenance/Repair
1414,TN,"85,000.00 - 95,000.00 $ /year",Quality Assurance/Safety
1415,FL,"40,000.00 - 45,000.00 $ /yeardepending upon experience",Experienced (Non-Manager)
1416,,21.00 - 26.00 $ /hour,Biotech/R&D/Science
1417,OH,10.00 - 12.00 $ /hour,Entry Level
1418,WA,"102,728.00 - 128,410.00 $ /year",Biotech/R&D/Science
1419,TX,"90,000.00 - 150,000.00 $ /year",Building Construction/Skilled Trades
1420,FL,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1421,IL,"85,000.00 - 120,000.00 $ /yearDOE",Manager (Manager/Supervisor of Staff)
1422,FL,0.00 - 15.00 $ /hour,Manager (Manager/Supervisor of Staff)
1423,OH,"36,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1424,TX,"45,000.00 - 48,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1425,MA,"0.00 - 54,000.00 $ /yearBonuses, PTO & full health, dental and life ins.",Manager (Manager/Supervisor of Staff)
1426,CO,"40,000.00 - 45,000.00 $ /yearBenefits/paid time off","Executive (SVP, VP, Department Head, etc)"
1427,NC,"65,000.00 - 900,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1428,CO,"80,000.00 - 85,000.00 $ /yearCar allowance+Gas+Bonus+Cell+Laptop+Benefits",Student (High School)
1429,TX,"32,000.00 - 38,000.00 $ /year3,000",Manager (Manager/Supervisor of Staff)
1430,PA,"36,000.00 - 100,000.00 $ /yearBonus, 401k",Manager (Manager/Supervisor of Staff)
1431,KS,10.00 - 20.00 $ /hourPay is based off of experience,Entry Level
1432,FL,"40,000.00 - 56,000.00 $ /year5,000-20,000 bonus and More",Manager (Manager/Supervisor of Staff)
1433,OH,"35,000.00 - 42,000.00 $ /yearPlus Bonuses",Manager (Manager/Supervisor of Staff)
1434,MO,"?35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
1435,TX,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1436,CA,"65,000.00 - 70,000.00 $ /year?",Food Services/Hospitality
1437,PA,"45,000.00 - 55,000.00 $ /year?",Food Services/Hospitality
1438,OH,"36,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1439,SC,"60,000.00 - 65,000.00 $ /yearFull Benefits, Paid Vacation, Dining/Outlet/Retail/VIP Event Discounts",Manager (Manager/Supervisor of Staff)
1440,VA,"45,000.00 - 65,000.00 $ /yearBonuses, Incentives, etc..",Manager (Manager/Supervisor of Staff)
1441,LA,7.50 - 7.50 $ /hour,Entry Level
1442,CA,22.00 - 23.00 $ /hour,Food Services/Hospitality
1443,CA,"50,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1444,PA,"40,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1445,FL,"47,000.00 - 60,000.00 $ /year",Food Services/Hospitality
1446,PA,"40,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1447,KS,"25,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1448,NC,"65,000.00 - 900,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1449,CO,10.75 - 13.00 $ /hour,Student (High School)
1450,PA,"38,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1451,MO,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1452,MA,"50,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1453,FL,"45,000.00 - 50,000.00 $ /yearvery attainable bonuses",Manager (Manager/Supervisor of Staff)
1454,DC,"55,000.00 - 65,000.00 $ /yearBonus potential and incentives",Manager (Manager/Supervisor of Staff)
1455,TN,"33,000.00 - 38,000.00 $ /yearSalary commensurate with experience",Manager (Manager/Supervisor of Staff)
1456,CA,25.00 - 35.00 $ /hourFull non-contributory benefits package effective after 90 days of employment and 2 weeks paid vacation,Entry Level
1457,CA,"45,000.00 - 100,000.00 $ /yearBonus, Benefits",Manager (Manager/Supervisor of Staff)
1458,KS,$9.00+ /hourTips,Entry Level
1459,DE,8.00 - 10.00 $ /hour,Entry Level
1460,,18.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1461,LA,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
1462,RI,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1463,CA,23.00 - 26.00 $ /hour,Accounting/Finance/Insurance
1464,WA,9.47 - 12.00 $ /hour,Career Level Entry Level
1465,MA,"100,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1466,OH,"40,000.00 - 60,000.00 $ /year",Quality Assurance/Safety
1467,,"80,000.00 - 105,000.00 $ /year",Project/Program Management
1468,MD,"60,000.00 - 75,000.00 $ /year",IT/Software Development
1469,NC,"?75,000.00 - 85,000.00 $ /year",Installation/Maintenance/Repair
1470,WA,13.50 - 13.50 $ /hour,Entry Level
1471,TX,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
1472,MD,15.00 - 16.00 $ /hour,Manufacturing/Production/Operations
1473,FL,8.50 - 8.50 $ /hour,Entry Level
1474,CA,16.00 - 17.00 $ /hour,Installation/Maintenance/Repair
1475,PA,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1476,OH,"50,000.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1477,TX,"0.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1478,MI,8.50 - 8.50 $ /hour,Entry Level
1479,VA,"50,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
1480,PA,"55,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
1481,,10.75 - 10.75 $ /hour,Manufacturing/Production/Operations
1482,IN,$12.50+ /hour,Manufacturing/Production/Operations
1483,,"65,000.00 - 75,000.00 $ /year",Manufacturing/Production/Operations
1484,PA,10.15 - 10.65 $ /hour,Manufacturing/Production/Operations
1485,NJ,"75,000.00 - 90,000.00 $ /year",Manufacturing/Production/Operations
1486,PA,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1487,TX,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
1488,WI,18.00 - 23.00 $ /hour,Experienced (Non-Manager)
1489,TX,"0.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1490,FL,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1491,IN,$12.50+ /hour,Manufacturing/Production/Operations
1492,MA,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1493,MA,"75,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1494,MA,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1495,MA,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1496,,"0.00 - 50,000.00 $ /year",Administrative/Clerical
1497,MA,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1498,MA,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1499,MA,0.00 - 45.00 $ /hour,Medical/Health
1500,MA,"75,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1501,MA,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1502,MA,"60,000.00 - 65,000.00 $ /yearExcellent benefits",Experienced (Non-Manager)
1503,MA,"110,000.00 - 165,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1504,MA,"115,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1505,MA,"45,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1506,MA,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1507,MA,"$40,000.00+ /year",Sales/Retail/Business Development
