,location,salary,sector
1052,Virginia,"55,000.00 - 60,000.00 $ /year",Biotech/R&D/Science
1053,Maryland,"60,000.00 - 73,000.00 $ /year",Experienced (Non-Manager)
1054,Illinois,14.00 - 20.00 $ /hour,Student (High School)
1055,Illinois,"60,000.00 - 70,000.00 $ /yearBonus",Manager (Manager/Supervisor of Staff)
1056,Utah,"60,000.00 - 75,000.00 $ /yearDOE - Negotiable","Executive (SVP, VP, Department Head, etc)"
1057,California,11.00 - 16.00 $ /hour,Student (Undergraduate/Graduate)
1058,Wisconsin,"65,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1059,New jersey,"25,000.00 - 35,000.00 $ /yearProfit Sharing",Experienced (Non-Manager)
1060,Connecticut,"100,000.00 - 120,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1061,California,"0.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1062,Tennessee,"115,000.00 - 120,000.00 $ /year",Quality Assurance/Safety
1063,Kansas,13.00 - 17.00 $ /hour,Entry Level
1064,Kansas,"55,000.00 - 70,000.00 $ /yearCompetitive Benefits Package",Experienced (Non-Manager)
1065,Washington,50.00 - 75.00 $ /hour,Experienced (Non-Manager)
1066,Pennsylvania,"42,000.00 - 58,000.00 $ /yearSalary commensurate with experience; share options possible for candidates with significant experience",Entry Level
1067,Connecticut,21.00 - 25.00 $ /hour,Entry Level
1068,Massachusetts,"85,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1069,Illinois,"200,000.00 - 335,000.00 $ /year","Executive (SVP, VP, Department Head, etc)"
1070,Florida,"0.00 - 73,000.00 $ /year",Software Quality Assurance
1071,Illinois,16.00 - 16.00 $ /hour,Experienced (Non-Manager)
1072,Florida,17.00 - 18.00 $ /year,Experienced (Non-Manager)
1073,Pennsylvania,"41,000.00 - 41,000.00 $ /yearFull benefits package, yearly profit sharing bonus, 401k match and paid overnights",Entry Level
1074,Texas,12.51 - 12.51 $ /hour,Quality Assurance/Safety
1075,California,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1076,New York,"85,000.00 - 100,000.00 $ /yearBonus",Experienced (Non-Manager)
1077,Washington,"38,000.00 - 45,000.00 $ /year",Entry Level
1078,Missouri,"64,000.00 - 78,000.00 $ /year",Quality Assurance/Safety
1079,Kentucky,"60,000.00 - 70,000.00 $ /yearExcellent Benefits and Opportunities",Experienced (Non-Manager)
1080,Tennessee,15.00 - 15.00 $ /hour,Entry Level
1081,Massachusetts,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1082,Utah,"80,000.00 - 120,000.00 $ /year",Experienced (Non-Manager)
1083,Massachusetts,17.00 - 17.00 $ /hour,Experienced (Non-Manager)
1084,Ohio,14.00 - 16.00 $ /hour,Quality Assurance/Safety
1085,Florida,19.13 - 24.84 $ /hourHeath and Retirement benefits,Entry Level
1086,California,17.00 - 19.00 $ /hour,Experienced (Non-Manager)
1087,California,12.00 - 15.00 $ /hour,Quality Assurance/Safety
1088,Texas,48.00 - 55.00 $ /hour,Quality Assurance/Safety
1089,New jersey,"40,000.00 - 45,000.00 $ /year",Experienced (Non-Manager)
1090,Ohio,"60,000.00 - 90,000.00 $ /yearExcellent benefits, relocation assistance if needed",Experienced (Non-Manager)
1091,West Virginia,"60,000.00 - 78,000.00 $ /year",Quality Assurance/Safety
1092,Colorado,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1093,California,"90,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1094,Tennessee,"0.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1095,California,15.00 - 15.00 $ /hour,Entry Level
1096,Texas,"40,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1097,Ohio,14.00 - 15.00 $ /hourOvertime Compensation and competitive benefits,Experienced (Non-Manager)
1098,Georgia,"80,000.00 - 95,000.00 $ /year",Quality Assurance/Safety
1099,New York,"80,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1100,Indiana,"75,000.00 - 95,000.00 $ /yearTop benfits including MBA reimbursement",Experienced (Non-Manager)
1101,Florida,13.50 - 16.50 $ /hour,Experienced (Non-Manager)
1102,California,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1103,North Carolina,12.00 - 15.00 $ /hour,Accounting/Finance/Insurance
1104,Kansas,"83,200.00 - 144,400.00 $ /year",Experienced (Non-Manager)
1105,New York,30.00 - 40.00 $ /hour,Experienced (Non-Manager)
1106,Massachusetts,"125,000.00 - 180,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1107,Louisiana,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
1108,Massachusetts,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1109,Virginia,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1110,Minnesota,15.60 - 15.60 $ /hour,Accounting/Finance/Insurance
1111,Massachusetts,20.00 - 30.00 $ /hour,Accounting/Finance/Insurance
1112,California,"60,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1113,New jersey,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1114,Georgia,"50,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1115,New jersey,"30,000.00 - 35,000.00 $ /year",Logistics/Transportation
1116,Georgia,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
1117,Georgia,25.00 - 36.00 $ /hour,Medical/Health
1118,Ohio,9.00 - 10.00 $ /hour,Entry Level
1119,Georgia,"100,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1120,Georgia,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1121,Georgia,"75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
1122,Georgia,"100,000.00 - 125,000.00 $ /year+ bonus + relocation",Experienced (Non-Manager)
1123,California,11.00 - 11.00 $ /hour,Logistics/Transportation
1124,Georgia,?17.00 - 23.00 $ /hour,Engineering
1125,Georgia,9.00 - 9.00 $ /hour,Entry Level
1126,Massachusetts,"90,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1127,Massachusetts,"45,000.00 - 50,000.00 $ /year",Accounting/Finance/Insurance
1128,Massachusetts,"65,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1129,North Carolina,"19,000.00 - 24,000.00 $ /year",Entry Level
1130,California,"107,000.00 - 135,000.00 $ /year",Accounting/Finance/Insurance
1131,Massachusetts,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1132,Maryland,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1133,Minnesota,26.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1134,Maryland,"45,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1135,Texas,"90,000.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1136,Massachusetts,"85,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1137,Indiana,"38,000.00 - 46,000.00 $ /year",Entry Level
1138,Wisconsin,20.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1139,California,"6,401.00 - 7,935.00 $ /month",Installation/Maintenance/Repair
1140,Massachusetts,12.74 - 12.74 $ /hour,Installation/Maintenance/Repair
1141,Texas,18.00 - 20.00 $ /year,Installation/Maintenance/Repair
1142,Kentucky,13.00 - 17.00 $ /hour,Installation/Maintenance/Repair
1143,California,28.55 - 28.55 $ /hour,Installation/Maintenance/Repair
1144,Tennessee,"85,000.00 - 95,000.00 $ /year",Quality Assurance/Safety
1145,Florida,"40,000.00 - 45,000.00 $ /yeardepending upon experience",Experienced (Non-Manager)
1146,Ohio,10.00 - 12.00 $ /hour,Entry Level
1147,Washington,"102,728.00 - 128,410.00 $ /year",Biotech/R&D/Science
1148,Texas,"90,000.00 - 150,000.00 $ /year",Building Construction/Skilled Trades
1149,Florida,"40,000.00 - 50,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1150,Illinois,"85,000.00 - 120,000.00 $ /yearDOE",Manager (Manager/Supervisor of Staff)
1151,Florida,0.00 - 15.00 $ /hour,Manager (Manager/Supervisor of Staff)
1152,Ohio,"36,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1153,Texas,"45,000.00 - 48,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1154,Massachusetts,"0.00 - 54,000.00 $ /yearBonuses, PTO & full health, dental and life ins.",Manager (Manager/Supervisor of Staff)
1155,Colorado,"40,000.00 - 45,000.00 $ /yearBenefits/paid time off","Executive (SVP, VP, Department Head, etc)"
1156,North Carolina,"65,000.00 - 900,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1157,Colorado,"80,000.00 - 85,000.00 $ /yearCar allowance+Gas+Bonus+Cell+Laptop+Benefits",Student (High School)
1158,Texas,"32,000.00 - 38,000.00 $ /year3,000",Manager (Manager/Supervisor of Staff)
1159,Pennsylvania,"36,000.00 - 100,000.00 $ /yearBonus, 401k",Manager (Manager/Supervisor of Staff)
1160,Kansas,10.00 - 20.00 $ /hourPay is based off of experience,Entry Level
1161,Florida,"40,000.00 - 56,000.00 $ /year5,000-20,000 bonus and More",Manager (Manager/Supervisor of Staff)
1162,Ohio,"35,000.00 - 42,000.00 $ /yearPlus Bonuses",Manager (Manager/Supervisor of Staff)
1163,Missouri,"35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
1164,Texas,"45,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1165,California,"65,000.00 - 70,000.00 $ /year?",Food Services/Hospitality
1166,Pennsylvania,"45,000.00 - 55,000.00 $ /year?",Food Services/Hospitality
1167,Ohio,"36,000.00 - 40,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1168,South carolina,"60,000.00 - 65,000.00 $ /yearFull Benefits, Paid Vacation, Dining/Outlet/Retail/VIP Event Discounts",Manager (Manager/Supervisor of Staff)
1169,Virginia,"45,000.00 - 65,000.00 $ /yearBonuses, Incentives, etc..",Manager (Manager/Supervisor of Staff)
1170,Louisiana,7.50 - 7.50 $ /hour,Entry Level
1171,California,22.00 - 23.00 $ /hour,Food Services/Hospitality
1172,California,"50,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1173,Pennsylvania,"40,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1174,Florida,"47,000.00 - 60,000.00 $ /year",Food Services/Hospitality
1175,Pennsylvania,"40,000.00 - 85,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1176,Kansas,"25,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1177,North Carolina,"65,000.00 - 900,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1178,Colorado,10.75 - 13.00 $ /hour,Student (High School)
1179,Pennsylvania,"38,000.00 - 45,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1180,Missouri,"30,000.00 - 45,000.00 $ /year401K, Medical, Dental, Vision and More",Manager (Manager/Supervisor of Staff)
1181,Massachusetts,"50,000.00 - 55,000.00 $ /year",Food Services/Hospitality
1182,Florida,"45,000.00 - 50,000.00 $ /yearvery attainable bonuses",Manager (Manager/Supervisor of Staff)
1183,Florida,"55,000.00 - 65,000.00 $ /yearBonus potential and incentives",Manager (Manager/Supervisor of Staff)
1184,Tennessee,"33,000.00 - 38,000.00 $ /yearSalary commensurate with experience",Manager (Manager/Supervisor of Staff)
1185,California,25.00 - 35.00 $ /hourFull non-contributory benefits package effective after 90 days of employment and 2 weeks paid vacation,Entry Level
1186,California,"45,000.00 - 100,000.00 $ /yearBonus, Benefits",Manager (Manager/Supervisor of Staff)
1187,Delaware,8.00 - 10.00 $ /hour,Entry Level
1188,Louisiana,12.92 - 17.19 $ /hourCommission and incentive,Entry Level
1189,Rhode island,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1190,California,23.00 - 26.00 $ /hour,Accounting/Finance/Insurance
1191,Washington,9.47 - 12.00 $ /hour,Career Level Entry Level
1192,Massachusetts,"100,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1193,Ohio,"40,000.00 - 60,000.00 $ /year",Quality Assurance/Safety
1194,Maryland,"60,000.00 - 75,000.00 $ /year",IT/Software Development
1195,North Carolina,"75,000.00 - 85,000.00 $ /year",Installation/Maintenance/Repair
1196,Washington,13.50 - 13.50 $ /hour,Entry Level
1197,Texas,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
1198,Maryland,15.00 - 16.00 $ /hour,Manufacturing/Production/Operations
1199,Florida,8.50 - 8.50 $ /hour,Entry Level
1200,California,16.00 - 17.00 $ /hour,Installation/Maintenance/Repair
1201,Pennsylvania,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1202,Ohio,"50,000.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1203,Texas,"0.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1204,Michigan,8.50 - 8.50 $ /hour,Entry Level
1205,Virginia,"50,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
1206,Pennsylvania,"55,000.00 - 60,000.00 $ /year",Manufacturing/Production/Operations
1207,Pennsylvania,10.15 - 10.65 $ /hour,Manufacturing/Production/Operations
1208,New jersey,"75,000.00 - 90,000.00 $ /year",Manufacturing/Production/Operations
1209,Pennsylvania,20.00 - 22.00 $ /hour,Experienced (Non-Manager)
1210,Texas,12.00 - 14.00 $ /hour,Manufacturing/Production/Operations
1211,Wisconsin,18.00 - 23.00 $ /hour,Experienced (Non-Manager)
1212,Texas,"0.00 - 65,000.00 $ /year",Manufacturing/Production/Operations
1213,Florida,"50,000.00 - 70,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1214,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1215,Massachusetts,"75,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1216,Massachusetts,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1217,Massachusetts,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1218,Massachusetts,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1219,Massachusetts,"50,000.00 - 60,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1220,Massachusetts,0.00 - 45.00 $ /hour,Medical/Health
1221,Massachusetts,"75,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1222,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1223,Massachusetts,"60,000.00 - 65,000.00 $ /yearExcellent benefits",Experienced (Non-Manager)
1224,Massachusetts,"110,000.00 - 165,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1225,Massachusetts,"115,000.00 - 130,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1226,Massachusetts,"45,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1227,Massachusetts,"50,000.00 - 75,000.00 $ /year",Experienced (Non-Manager)
1228,Massachusetts,"45,000.00 - 60,000.00 $ /year",Experienced (Non-Manager)
1229,Massachusetts,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1230,Massachusetts,"95,000.00 - 110,000.00 $ /year",Experienced (Non-Manager)
1231,Massachusetts,"55,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1232,Massachusetts,"90,000.00 - 100,000.00 $ /yearExcellent Benefits",Experienced (Non-Manager)
1233,Massachusetts,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1234,Massachusetts,45.00 - 45.00 $ /hour,Medical/Health
1235,Massachusetts,"100,000.00 - 140,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1236,Massachusetts,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1237,Massachusetts,"70,000.00 - 90,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1238,Massachusetts,13.00 - 20.00 $ /hour,Accounting/Finance/Insurance
1239,Massachusetts,"55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
1240,Massachusetts,"120,000.00 - 130,000.00 $ /year",Experienced (Non-Manager)
1241,Illinois,"75,000.00 - 100,000.00 $ /year",Building Construction/Skilled Trades
1242,Illinois,"70,000.00 - 110,000.00 $ /year",Building Construction/Skilled Trades
1243,Ohio,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1244,Ohio,"0.00 - 75,000.00 $ /year",Sales/Retail/Business Development
1245,Ohio,"35,360.00 - 35,360.00 $ /year",Experienced (Non-Manager)
1246,Virginia,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1247,Ohio,14.00 - 15.00 $ /hour,Accounting/Finance/Insurance
1248,Massachusetts,"130,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
1249,Massachusetts,"85,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1250,Massachusetts,"105,000.00 - 120,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1251,Rhode island,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1252,New jersey,18.00 - 21.00 $ /hour,Accounting/Finance/Insurance
1253,Florida,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1254,Ohio,"39,000.00 - 46,000.00 $ /year",Accounting/Finance/Insurance
1255,Massachusetts,"70,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1256,Massachusetts,"145,000.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1257,Illinois,"120,000.00 - 140,000.00 $ /year",Accounting/Finance/Insurance
1258,New jersey,"30,000.00 - 150,000.00 $ /year",Accounting/Finance/Insurance
1259,Texas,21.00 - 26.00 $ /hour,Accounting/Finance/Insurance
1260,Massachusetts,"0.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1261,Ohio,15.00 - 16.00 $ /hour,Accounting/Finance/Insurance
1262,Florida,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1263,Maryland,"70,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1264,Florida,18.00 - 18.00 $ /hour,Experienced (Non-Manager)
1265,Massachusetts,"50,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1266,Massachusetts,"140,000.00 - 160,000.00 $ /year",Accounting/Finance/Insurance
1267,Florida,"40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
1268,Massachusetts,"30,000.00 - 47,000.00 $ /year",Experienced (Non-Manager)
1269,Massachusetts,"65,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1270,Florida,"50,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1271,Texas,"60,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1272,Massachusetts,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1273,Florida,"46,000.00 - 46,000.00 $ /year",Experienced (Non-Manager)
1274,Florida,13.00 - 14.00 $ /hour,Accounting/Finance/Insurance
1275,Florida,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1276,Michigan,"33,000.00 - 36,000.00 $ /year",Entry Level
1277,Virginia,"80,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1278,Ohio,"53,286.00 - 58,553.00 $ /year",Experienced (Non-Manager)
1279,California,"5,153.00 - 6,264.00 $ /month",Experienced (Non-Manager)
1280,Virginia,"90,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1281,Massachusetts,"50,000.00 - 57,000.00 $ /year",Accounting/Finance/Insurance
1282,Virginia,"75,000.00 - 115,000.00 $ /year",Experienced (Non-Manager)
1283,Virginia,"90,000.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1284,Michigan,14.00 - 17.00 $ /hour,Accounting/Finance/Insurance
1285,Massachusetts,"0.00 - 110,000.00 $ /year",Accounting/Finance/Insurance
1286,Texas,17.00 - 20.00 $ /hour,Experienced (Non-Manager)
1287,Massachusetts,"52,000.00 - 55,000.00 $ /year",Experienced (Non-Manager)
1288,Massachusetts,"65,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1289,Texas,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1290,Kansas,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1291,Texas,15.00 - 18.00 $ /year,Banking/Real Estate/Mortgage Professionals
1292,Texas,"90,000.00 - 100,000.00 $ /year",Accounting/Finance/Insurance
1293,Texas,"55,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1294,Texas,9.00 - 11.00 $ /hour,Installation/Maintenance/Repair
1295,Texas,"95,000.00 - 105,000.00 $ /year",Marketing/Product
1296,Texas,"55,000.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1297,Florida,"70,000.00 - 80,000.00 $ /year",IT/Software Development
1298,Florida,"75,000.00 - 90,000.00 $ /year",Experienced (Non-Manager)
1299,California,25.00 - 30.00 $ /hour,Installation/Maintenance/Repair
1300,Texas,"100,000.00 - 100,000.00 $ /year",IT/Software Development
1301,Texas,"35,000.00 - 50,000.00 $ /year",Sales/Retail/Business Development
1302,California,"50,000.00 - 50,000.00 $ /year",Project/Program Management
1303,Illinois,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1304,North Carolina,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1305,Texas,"90,000.00 - 100,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1306,Alabama,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1307,North Carolina,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1308,Tennessee,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1309,Indiana,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1310,Alabama,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1311,Virginia,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1312,Alabama,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1313,Mississippi,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1314,Mississippi,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1315,North Carolina,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1316,Alabama,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1317,Mississippi,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1318,Virginia,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1319,Tennessee,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1320,North Carolina,"40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
1321,Georgia,11.00 - 15.00 $ /hour,Sales/Retail/Business Development
1322,Texas,$72k-$100k Commissions,"Executive (SVP, VP, Department Head, etc)"
1323,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1324,Texas,"60,000.00 - 65,000.00 $ /year",Legal
1325,Texas,"0.00 - 47,000.00 $ /year",Accounting/Finance/Insurance
1326,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1327,Texas,"100,000.00 - 100,000.00 $ /year",Systems Analysis - IT
1328,Texas,"55,000.00 - 65,000.00 $ /yearYearly Bonus",Manager (Manager/Supervisor of Staff)
1329,Texas,"50,000.00 - 250,000.00 $ /year$50-60k Base + Commission and Bonuses",Experienced (Non-Manager)
1330,Texas,"55,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
1331,Texas,"50,000.00 - 60,000.00 $ /year",Accounting/Finance/Insurance
1332,Texas,"40,000.00 - 45,000.00 $ /year",Accounting/Finance/Insurance
1333,Texas,9.00 - 13.00 $ /year,Experienced (Non-Manager)
1334,Texas,14.00 - 18.00 $ /hour,Experienced (Non-Manager)
1335,Texas,"50,000.00 - 85,000.00 $ /yearBonus, Benefits, 401k",Manager (Manager/Supervisor of Staff)
1336,Texas,"0.00 - 90,000.00 $ /yearbonus up to 12%",Experienced (Non-Manager)
1337,Texas,17.00 - 20.00 $ /hour,Customer Support/Client Care
1338,Texas,22.00 - 25.00 $ /hour,Entry Level
1339,Texas,10.00 - 11.50 $ /hourBonus,Experienced (Non-Manager)
1340,Ohio,"60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
1341,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1342,Texas,"35,000.00 - 75,000.00 $ /yearCommissions, Bonuses, Overtime",Entry Level
1343,Texas,"60,000.00 - 80,000.00 $ /year",Experienced (Non-Manager)
1344,Texas,"38,000.00 - 50,000.00 $ /yearBonus and Comp plan",Experienced (Non-Manager)
1345,Texas,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1346,Texas,"75,000.00 - 80,000.00 $ /year",Accounting/Finance/Insurance
1347,Texas,14.00 - 14.00 $ /hour,Entry Level
1348,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1349,Texas,"50,000.00 - 50,000.00 $ /year",Entry Level
1350,Texas,"0.00 - 70,000.00 $ /yearBonus",Experienced (Non-Manager)
1351,Texas,"55,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1352,Texas,"95,000.00 - 125,000.00 $ /year",Sales/Retail/Business Development
1353,Texas,"80,000.00 - 90,000.00 $ /yearYearly Bonus",Manager (Manager/Supervisor of Staff)
1354,Texas,"65,000.00 - 70,000.00 $ /year",Accounting/Finance/Insurance
1355,Texas,"40,000.00 - 50,000.00 $ /year10,000-20,000",Experienced (Non-Manager)
1356,Texas,"0.00 - 100,000.00 $ /year",Experienced (Non-Manager)
1357,Texas,0.00 - 45.00 $ /hour,Experienced (Non-Manager)
1358,Texas,"45,000.00 - 55,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1359,Texas,"95,000.00 - 105,000.00 $ /year",IT/Software Development
1360,Texas,20.00 - 30.00 $ /hourOT Available,Experienced (Non-Manager)
1361,Texas,"90,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
1362,Texas,"110,000.00 - 120,000.00 $ /year",Experienced (Non-Manager)
1363,Texas,20.00 - 25.00 $ /hour,Experienced (Non-Manager)
1364,Texas,"95,000.00 - 105,000.00 $ /year",Experienced (Non-Manager)
1365,Texas,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1366,Texas,11.50 - 12.50 $ /hour,Experienced (Non-Manager)
1367,Texas,35.00 - 45.00 $ /hour,IT/Software Development
1368,Texas,20.00 - 25.00 $ /hourBONUSES,Experienced (Non-Manager)
1369,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1370,Texas,10.00 - 12.00 $ /hour,Logistics/Transportation
1371,Texas,12.00 - 14.00 $ /hour,Customer Support/Client Care
1372,Texas,12.00 - 16.00 $ /hour,Experienced (Non-Manager)
1373,Texas,13.00 - 15.00 $ /hour,Experienced (Non-Manager)
1374,Texas,"60,000.00 - 65,000.00 $ /year",Accounting/Finance/Insurance
1375,Texas,"50,000.00 - 85,000.00 $ /yeargreat bonus potential and full benefits",Manager (Manager/Supervisor of Staff)
1376,Texas,"50,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1377,Texas,12.00 - 14.00 $ /hourFull benefits. Profit sharing.,Entry Level
1378,Texas,"65,000.00 - 75,000.00 $ /year",Accounting/Finance/Insurance
1379,Texas,"80,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
1380,Texas,"70,000.00 - 80,000.00 $ /year",Manager (Manager/Supervisor of Staff)
1381,Texas,15.00 - 18.00 $ /year,Banking/Real Estate/Mortgage Professionals
1382,Texas,"100,000.00 - 105,000.00 $ /yearup to $60,000+ in commission",Experienced (Non-Manager)
1383,Texas,"31,000.00 - 250,000.00 $ /year",Sales/Retail/Business Development
1384,Texas,"75,000.00 - 85,000.00 $ /year",Accounting/Finance/Insurance
